name,n,ms
mc:buildBaseHGraph,4000,7.099999999627471
mc:drawNodes,4000,7.2000000001862645
mc:drawEdges,4000,8.599999999627471
mc:drawHalos,4000,0
mc:drawInterSgArrows,4000,0
mc:totalRender,4000,16.300000000745058
