name,n,ms
mc:buildBaseGraph,7000,12.099999999627471
mc:drawNodes,7000,13.399999999441206
mc:drawEdges,7000,13.900000000372529
mc:drawHalos,7000,0
mc:drawInterSgArrows,7000,0.09999999962747097
mc:totalRender,7000,26.40000000037253
