name,n,ms
fsm:buildBaseGraph,1600,33.29999999998836
fsm:runCollisionAvoidance,1600,0
fsm:drawNodes,1600,10.099999999976717
fsm:drawEdges,1600,23.29999999998836
fsm:totalRender,1600,65.29999999998836
