"filename", "language", "JavaScript", "Svelte", "HTML", "XML", "JSON", "Python", "TypeScript", "CSV", "PostCSS", "comment", "blank", "total"
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n5000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n5500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n6000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n6500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n7000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n7500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n800.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n8000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n8500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n900.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n9000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC3linear/MC_benchfull_n9500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n10.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n100.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n1000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n1200.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n1400.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n1500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n2000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n2500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n3000.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n3500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n500.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/Users/charlottecox/Development/dissertation/draft2/src/lib/components/benchmarking/results/MC5sqrt/MC_bench_n800.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
