name,n,ms
mc:layout:adjacency,500,0.6999999284744263
mc:layout:bfs_levels,500,1.600000023841858
mc:layout:specific_node_layout,500,0
mc:layout:levels_grouping,500,0
mc:layout:node_positioning,500,0.7000000476837158
mc:layout:pin_start_end_nodes,500,0.09999990463256836
mc:layout:build_node_map,500,0
mc:layout:build_edges,500,3.100000023841858
mc:layout:copy_edges,500,0
mc:layout:edge_curvature_pairs,500,14.799999952316284
mc:calculatePositionLayout,500,21.199999928474426
mc:drawNodes,500,0.7999999523162842
mc:edgeRender:zoomed_edges,500,0.6999999284744263
mc:edgeRender:join,500,25.399999976158142
mc:edgeRender:edges_attrs,500,156.39999997615814
mc:edgeRender:edges_titles,500,129.10000002384186
mc:drawEdges,500,318
